time h A h_sea a Q_f W_Dir W_Vel
81.48 0.24 241642000 0.520 13.000 84.694 200 3.0
81.52 0.25 240360000 0.520 13.000 83.353 210 2.0
81.56 0.27 237796000 0.420 13.000 82.011 210 2.0
81.6 0.26 239078000 0.260 13.000 80.670 230 2.0
81.64 0.29 235232000 0.040 1.000 79.329 30 1.0
81.68 0.28 236514000 -0.220 1.000 77.987 110 3.0
81.72 0.27 237796000 -0.280 1.000 76.646 300 2.0
81.76 0.28 236514000 -0.280 9.000 75.304 320 5.0
81.8 0.26 239078000 -0.310 9.000 73.963 330 3.0
81.84 0.24 241642000 -0.200 1.000 72.621 350 3.0
81.88 0.24 241642000 -0.060 1.000 71.280 350 3.0
81.92 0.25 240360000 0.110 1.000 69.938 350 2.0
81.96 0.28 236514000 0.370 1.000 68.597 290 3.0
82 0.26 239078000 0.510 1.000 67.255 280 2.0
82.04 0.26 239078000 0.500 1.000 65.914 260 2.0
82.08 0.28 236514000 0.390 1.000 65.804 230 4.0
82.12 0.28 236514000 0.230 1.000 65.695 220 4.0
82.16 0.27 237796000 0.090 13.000 65.586 190 4.0
82.2 0.27 237796000 -0.130 13.000 65.476 210 5.0
82.24 0.27 237796000 -0.230 13.000 65.367 210 5.0
82.28 0.25 240360000 -0.170 13.000 65.257 220 4.0
82.32 0.25 240360000 -0.080 13.000 65.147 220 5.0
82.36 0.24 241642000 0.010 13.000 65.038 220 4.0
82.4 0.25 240360000 0.190 13.000 64.928 240 5.0
82.44 0.25 240360000 0.350 13.000 64.819 250 4.0
82.48 0.27 237796000 0.450 13.000 64.710 270 4.0
82.52 0.25 240360000 0.560 1.000 64.600 270 4.0
82.56 0.25 240360000 0.470 1.000 64.491 280 5.0
82.6 0.26 239078000 0.310 1.000 64.381 220 3.0
82.64 0.26 239078000 0.120 13.000 64.271 280 6.0
82.68 0.24 241642000 -0.140 13.000 64.162 270 4.0
82.72 0.25 240360000 -0.350 9.000 64.052 280 5.0
82.76 0.24 241642000 -0.450 9.000 63.943 290 4.0
82.8 0.23 242924000 -0.380 9.000 63.833 200 2.0
82.84 0.23 242924000 -0.330 9.000 63.724 230 3.0
82.88 0.24 241642000 -0.280 9.000 63.615 240 4.0
82.92 0.23 242924000 -0.100 13.000 63.505 250 4.0
82.96 0.22 244206000 0.160 13.000 63.396 240 4.0
83 0.23 242924000 0.350 13.000 63.286 230 5.0
83.04 0.24 241642000 0.350 13.000 63.112 210 5.0
83.08 0.23 242924000 0.240 13.000 62.939 220 4.0
83.12 0.23 242924000 0.130 13.000 62.765 200 5.0
83.16 0.24 241642000 -0.070 13.000 62.591 200 4.0
83.2 0.23 242924000 -0.300 13.000 62.418 200 4.0
83.24 0.23 242924000 -0.400 13.000 62.244 200 4.0
83.28 0.22 244206000 -0.330 13.000 62.070 190 5.0
83.32 0.21 245488000 -0.240 13.000 61.897 180 5.0
83.36 0.22 244206000 -0.150 13.000 61.723 180 6.0
83.4 0.22 244206000 0.040 13.000 61.549 180 6.0
83.44 0.23 242924000 0.300 13.000 61.376 180 6.0
83.48 0.23 242924000 0.350 13.000 61.202 180 6.0
83.52 0.24 241642000 0.390 13.000 61.028 180 6.0
83.56 0.24 241642000 0.330 13.000 60.855 170 6.0
83.6 0.24 241642000 0.200 13.000 60.681 160 6.0
83.64 0.24 241642000 0.030 13.000 60.507 160 6.0
83.68 0.24 241642000 -0.210 13.000 60.334 170 7.0
83.72 0.25 240360000 -0.440 9.000 60.160 170 7.0
83.76 0.23 242924000 -0.520 9.000 59.986 170 9.0
83.8 0.22 244206000 -0.460 9.000 59.813 180 8.0
83.84 0.22 244206000 -0.420 9.000 59.639 180 9.0
83.88 0.22 244206000 -0.350 9.000 59.465 180 9.0
83.92 0.20 246770000 -0.210 9.000 59.292 170 9.0
83.96 0.20 246770000 0.080 9.000 59.118 180 9.0
84 0.22 244206000 0.300 9.000 60.359 180 9.0
84.04 0.22 244206000 0.300 9.000 61.601 170 9.0
84.08 0.21 245488000 0.280 9.000 62.842 170 9.0
84.12 0.22 244206000 0.150 9.000 64.084 170 8.0
84.16 0.22 244206000 -0.010 9.000 65.325 170 8.0
84.2 0.20 246770000 -0.200 9.000 66.567 160 7.0
84.24 0.20 246770000 -0.330 9.000 67.808 160 7.0
84.28 0.20 246770000 -0.240 9.000 69.050 160 7.0
84.32 0.21 245488000 -0.120 9.000 70.291 160 8.0
84.36 0.20 246770000 -0.040 9.000 71.533 170 8.0
84.4 0.21 245488000 0.190 9.000 72.774 160 8.0
84.44 0.22 244206000 0.430 9.000 74.016 160 8.0
84.48 0.22 244206000 0.650 1.000 75.257 170 8.0
84.52 0.20 246770000 0.630 1.000 76.498 170 8.0
84.56 0.20 246770000 0.570 1.000 77.740 170 8.0
84.6 0.22 244206000 0.420 1.000 78.981 180 8.0
84.64 0.21 245488000 0.270 1.000 80.223 180 8.0
84.68 0.20 246770000 0.040 1.000 81.464 180 8.0
84.72 0.20 246770000 -0.130 13.000 82.706 180 8.0
84.76 0.21 245488000 -0.170 13.000 83.947 170 8.0
84.8 0.20 246770000 -0.170 13.000 85.189 190 8.0
84.84 0.20 246770000 -0.170 13.000 86.430 190 8.0
84.88 0.18 249245000 0.030 13.000 87.672 190 7.0
84.92 0.20 246770000 0.220 13.000 88.913 190 5.0
84.96 0.21 245488000 0.460 13.000 88.137 190 5.0
85 0.23 242924000 0.590 13.000 87.362 190 5.0
85.04 0.21 245488000 0.540 13.000 86.586 210 4.0
85.08 0.20 246770000 0.430 1.000 85.810 210 4.0
85.12 0.23 242924000 0.250 1.000 85.034 200 3.0
85.16 0.22 244206000 0.050 13.000 84.259 140 3.0
85.2 0.22 244206000 -0.160 13.000 83.483 210 4.0
85.24 0.23 242924000 -0.260 13.000 82.707 200 3.0
85.28 0.22 244206000 -0.130 13.000 81.932 220 3.0
85.32 0.20 246770000 -0.040 13.000 81.156 180 2.0
85.36 0.21 245488000 0.060 1.000 80.380 170 2.0
85.4 0.22 244206000 0.280 1.000 79.604 170 2.0
85.44 0.22 244206000 0.460 1.000 78.829 130 3.0
85.48 0.21 245488000 0.560 1.000 78.053 130 3.0
85.52 0.23 242924000 0.580 1.000 77.277 110 2.0
85.56 0.21 245488000 0.480 1.000 76.502 110 3.0
85.6 0.23 242924000 0.290 1.000 75.726 90 4.0
85.64 0.23 242924000 0.100 1.000 74.950 90 4.0
85.68 0.22 244206000 -0.170 9.000 74.175 90 4.0
85.72 0.23 242924000 -0.380 9.000 73.399 100 5.0
85.76 0.22 244206000 -0.290 9.000 72.623 100 6.0
85.8 0.22 244206000 -0.200 9.000 71.847 110 6.0
85.84 0.20 246770000 -0.210 9.000 71.072 110 6.0
85.88 0.20 246770000 -0.120 13.000 70.296 90 5.0
85.92 0.22 244206000 0.190 13.000 69.877 90 3.0
85.96 0.22 244206000 0.380 13.000 69.457 170 2.0
86 0.21 245488000 0.440 13.000 69.038 210 4.0
86.04 0.22 244206000 0.360 13.000 68.618 220 4.0
86.08 0.23 242924000 0.220 13.000 68.199 220 4.0
86.12 0.20 246770000 0.030 13.000 67.780 130 1.0
86.16 0.23 242924000 -0.190 1.000 67.360 90 1.0
86.2 0.23 242924000 -0.390 1.000 66.941 110 2.0
86.24 0.23 242924000 -0.310 1.000 66.522 70 1.0
86.28 0.23 242924000 -0.180 1.000 66.102 120 3.0
86.32 0.23 242924000 -0.220 1.000 65.683 120 4.0
86.36 0.24 241642000 -0.080 1.000 65.263 120 4.0
86.4 0.24 241642000 0.130 1.000 64.844 100 3.0
86.44 0.24 241642000 0.300 1.000 64.425 110 5.0
86.48 0.24 241642000 0.340 1.000 64.005 110 5.0
86.52 0.24 241642000 0.300 1.000 63.586 110 5.0
86.56 0.24 241642000 0.200 1.000 63.167 110 5.0
86.6 0.24 241642000 0.020 13.000 62.747 110 4.0
86.64 0.23 242924000 -0.280 13.000 62.328 110 5.0
86.68 0.23 242924000 -0.560 13.000 61.909 110 5.0
86.72 0.21 245488000 -0.630 9.000 61.489 110 6.0
86.76 0.20 246770000 -0.510 9.000 61.070 100 5.0
86.8 0.21 245488000 -0.510 9.000 60.650 100 4.0
86.84 0.19 248007500 -0.470 9.000 60.231 120 5.0
86.88 0.20 246770000 -0.270 13.000 60.038 130 5.0
86.92 0.19 248007500 0.020 13.000 59.845 130 6.0
86.96 0.20 246770000 0.190 13.000 59.652 120 6.0
87 0.21 245488000 0.150 13.000 59.458 100 7.0
87.04 0.21 245488000 0.100 13.000 59.265 90 7.0
87.08 0.21 245488000 -0.030 1.000 59.072 90 7.0
87.12 0.20 246770000 -0.260 1.000 58.879 80 7.0
87.16 0.20 246770000 -0.520 1.000 58.686 90 8.0
87.2 0.20 246770000 -0.620 1.000 58.493 100 8.0
87.24 0.22 244206000 -0.490 1.000 58.299 100 8.0
87.28 0.19 248007500 -0.370 13.000 58.106 110 8.0
87.32 0.20 246770000 -0.400 13.000 57.913 110 8.0
87.36 0.21 245488000 -0.170 13.000 57.720 110 7.0
87.4 0.20 246770000 0.130 13.000 57.527 110 7.0
87.44 0.20 246770000 0.290 13.000 57.333 90 7.0
87.48 0.22 244206000 0.260 13.000 57.140 90 7.0
87.52 0.22 244206000 0.230 13.000 56.947 90 6.0
87.56 0.22 244206000 0.100 13.000 56.754 100 7.0
87.6 0.22 244206000 -0.100 1.000 56.561 90 4.0
87.64 0.23 242924000 -0.360 1.000 56.368 110 4.0
87.68 0.22 244206000 -0.520 1.000 56.174 100 4.0
87.72 0.20 246770000 -0.420 1.000 55.981 90 6.0
87.76 0.16 251720000 -0.350 13.000 55.788 110 7.0
87.8 0.19 248007500 -0.440 13.000 55.595 110 7.0
87.84 0.20 246770000 -0.320 13.000 55.524 100 7.0
87.88 0.19 248007500 -0.040 13.000 55.453 100 6.0
87.92 0.20 246770000 0.190 13.000 55.383 110 6.0
87.96 0.19 248007500 0.270 13.000 55.312 100 7.0
88 0.20 246770000 0.180 13.000 55.241 100 8.0
88.04 0.21 245488000 0.090 13.000 55.170 90 7.0
88.08 0.22 244206000 -0.070 1.000 55.099 90 6.0
88.12 0.20 246770000 -0.310 1.000 55.029 100 6.0
88.16 0.20 246770000 -0.520 1.000 54.958 100 5.0
88.2 0.20 246770000 -0.460 1.000 54.887 100 5.0
88.24 0.22 244206000 -0.300 1.000 54.816 100 6.0
88.28 0.21 245488000 -0.330 13.000 54.745 100 6.0
88.32 0.21 245488000 -0.270 13.000 54.675 110 6.0
88.36 0.20 246770000 0.010 13.000 54.604 110 6.0
88.4 0.21 245488000 0.240 13.000 54.533 100 5.0
88.44 0.22 244206000 0.340 13.000 54.462 100 7.0
88.48 0.21 245488000 0.280 13.000 54.392 110 7.0
88.52 0.22 244206000 0.220 13.000 54.321 110 6.0
88.56 0.22 244206000 0.090 13.000 54.250 110 5.0
88.6 0.20 246770000 -0.150 13.000 54.179 110 6.0
88.64 0.20 246770000 -0.400 1.000 54.108 120 6.0
88.68 0.21 245488000 -0.450 1.000 54.038 110 7.0
88.72 0.20 246770000 -0.360 13.000 53.967 130 5.0
88.76 0.19 248007500 -0.390 13.000 53.896 120 5.0
88.8 0.18 249245000 -0.360 13.000 53.767 180 3.0
88.84 0.18 249245000 -0.130 13.000 53.637 260 1.0
88.88 0.19 248007500 0.140 13.000 53.508 70 1.0
88.92 0.19 248007500 0.270 13.000 53.378 290 2.0
88.96 0.19 248007500 0.240 13.000 53.249 310 2.0
89 0.20 246770000 0.210 13.000 53.119 350 3.0
89.04 0.19 248007500 0.110 13.000 52.990 20 5.0
89.08 0.21 245488000 -0.080 1.000 52.860 60 4.0
89.12 0.20 246770000 -0.370 1.000 52.731 100 4.0
89.16 0.20 246770000 -0.480 1.000 52.601 150 5.0
89.2 0.20 246770000 -0.340 1.000 52.472 100 2.0
89.24 0.20 246770000 -0.250 13.000 52.342 100 2.0
89.28 0.19 248007500 -0.250 13.000 52.213 80 3.0
89.32 0.18 249245000 -0.050 13.000 52.084 80 3.0
89.36 0.20 246770000 0.230 13.000 51.954 90 2.0
89.4 0.20 246770000 0.360 13.000 51.825 110 2.0
89.44 0.20 246770000 0.360 13.000 51.695 70 1.0
89.48 0.20 246770000 0.330 13.000 51.566 70 1.0
89.52 0.21 245488000 0.250 13.000 51.436 30 2.0
89.56 0.21 245488000 0.090 13.000 51.307 40 2.0
89.6 0.22 244206000 -0.200 1.000 51.177 40 2.0
89.64 0.21 245488000 -0.370 1.000 51.048 80 1.0
89.68 0.20 246770000 -0.270 13.000 50.918 100 1.0
89.72 0.21 245488000 -0.280 13.000 50.789 330 2.0
89.76 0.19 248007500 -0.330 13.000 51.614 300 4.0
89.8 0.19 248007500 -0.200 13.000 52.439 300 4.0
89.84 0.19 248007500 0.090 13.000 53.265 310 4.0
89.88 0.19 248007500 0.300 13.000 54.090 310 4.0
89.92 0.21 245488000 0.320 13.000 54.915 330 4.0
89.96 0.20 246770000 0.240 13.000 55.741 320 2.0
90 0.22 244206000 0.200 13.000 56.566 320 2.0
90.04 0.20 246770000 0.050 13.000 57.391 250 2.0
90.08 0.22 244206000 -0.210 1.000 58.216 210 4.0
90.12 0.23 242924000 -0.410 1.000 59.042 200 4.0
90.16 0.21 245488000 -0.440 1.000 59.867 140 3.0
90.2 0.22 244206000 -0.290 1.000 60.692 140 3.0
90.24 0.22 244206000 -0.270 13.000 61.517 160 4.0
90.28 0.22 244206000 -0.250 13.000 62.342 190 4.0
90.32 0.22 244206000 -0.020 13.000 63.168 200 4.0
90.36 0.20 246770000 0.220 13.000 63.993 200 4.0
90.4 0.20 246770000 0.320 13.000 64.818 200 4.0
90.44 0.22 244206000 0.310 1.000 65.644 190 5.0
90.48 0.20 246770000 0.250 1.000 66.469 180 6.0
90.52 0.22 244206000 0.110 1.000 67.294 180 7.0
90.56 0.22 244206000 -0.130 1.000 68.119 180 8.0
90.6 0.21 245488000 -0.320 1.000 68.944 180 9.0
90.64 0.22 244206000 -0.380 1.000 69.770 190 9.0
90.68 0.21 245488000 -0.250 1.000 70.595 180 7.0
90.72 0.21 245488000 -0.220 1.000 70.208 190 7.0
90.76 0.22 244206000 -0.180 13.000 69.822 210 7.0
90.8 0.20 246770000 -0.040 13.000 69.435 220 6.0
90.84 0.20 246770000 0.210 13.000 69.049 230 7.0
90.88 0.18 249245000 0.320 1.000 68.662 230 6.0
90.92 0.20 246770000 0.360 1.000 68.275 240 7.0
90.96 0.21 245488000 0.290 1.000 67.889 220 6.0
91 0.19 248007500 0.180 1.000 67.502 230 6.0
91.04 0.21 245488000 0.010 1.000 67.116 220 5.0
91.08 0.22 244206000 -0.210 1.000 66.729 220 6.0
91.12 0.20 246770000 -0.320 1.000 66.343 210 6.0
91.16 0.22 244206000 -0.180 1.000 65.956 210 6.0
91.2 0.19 248007500 -0.120 13.000 65.569 220 5.0
91.24 0.21 245488000 -0.130 13.000 65.183 200 6.0
91.28 0.21 245488000 0.050 13.000 64.796 190 6.0
91.32 0.20 246770000 0.260 13.000 64.410 210 7.0
91.36 0.21 245488000 0.430 13.000 64.023 210 8.0
91.4 0.23 242924000 0.530 13.000 63.637 220 8.0
91.44 0.21 245488000 0.570 1.000 63.250 220 8.0
91.48 0.20 246770000 0.420 1.000 62.863 210 8.0
91.52 0.22 244206000 0.280 1.000 62.477 210 10.0
91.56 0.22 244206000 0.070 1.000 62.090 220 9.0
91.6 0.21 245488000 -0.060 1.000 61.704 210 10.0
91.64 0.22 244206000 -0.010 13.000 61.317 210 10.0
91.68 0.20 246770000 0.060 13.000 61.308 210 10.0
91.72 0.22 244206000 0.090 13.000 61.300 220 9.0
91.76 0.20 246770000 0.220 13.000 61.292 220 8.0
91.8 0.21 245488000 0.390 13.000 61.283 230 9.0
91.84 0.22 244206000 0.510 13.000 61.275 220 8.0
91.88 0.22 244206000 0.590 13.000 61.266 220 9.0
91.92 0.23 242924000 0.580 13.000 61.257 220 9.0
91.96 0.24 241642000 0.470 13.000 61.249 220 11.0
92 0.24 241642000 0.390 13.000 61.241 220 11.0
92.04 0.27 237796000 0.270 13.000 61.232 240 13.0
92.08 0.23 242924000 0.080 13.000 61.223 230 12.0
92.12 0.21 245488000 0.200 13.000 61.215 230 12.0
92.16 0.24 241642000 0.270 13.000 61.207 230 13.0
92.2 0.22 244206000 0.350 13.000 61.198 260 14.0
92.24 0.16 251720000 0.550 1.000 61.189 260 14.0
92.28 0.20 246770000 0.670 1.000 61.181 270 13.0
92.32 0.19 248007500 0.750 1.000 61.173 270 12.0
92.36 0.19 248007500 0.860 1.000 61.164 270 12.0
92.4 0.22 244206000 0.830 1.000 61.155 280 12.0
92.44 0.21 245488000 0.810 1.000 61.147 270 12.0
92.48 0.20 246770000 0.700 1.000 61.139 280 12.0
92.52 0.19 248007500 0.510 1.000 61.130 270 10.0
92.56 0.20 246770000 0.300 1.000 61.121 280 11.0
92.6 0.23 242924000 0.280 1.000 61.113 280 10.0
92.64 0.25 240360000 0.340 1.000 61.134 270 10.0
92.68 0.24 241642000 0.400 1.000 61.155 270 10.0
92.72 0.24 241642000 0.460 1.000 61.176 280 11.0
92.76 0.24 241642000 0.520 1.000 61.197 270 11.0
92.8 0.24 241642000 0.610 1.000 61.218 270 11.0
92.84 0.24 241642000 0.760 1.000 61.239 290 13.0
92.88 0.23 242924000 0.820 1.000 61.260 300 12.0
92.92 0.24 241642000 0.770 1.000 61.281 300 12.0
92.96 0.24 241642000 0.630 1.000 61.302 320 10.0
93 0.26 239078000 0.380 1.000 61.323 320 7.0
93.04 0.26 239078000 0.110 1.000 61.344 320 7.0
93.08 0.29 235232000 -0.070 1.000 61.364 320 7.0
93.12 0.30 233950000 -0.070 13.000 61.385 320 7.0
93.16 0.29 235232000 -0.050 13.000 61.406 330 6.0
93.2 0.28 236514000 -0.010 13.000 61.427 330 6.0
93.24 0.28 236514000 0.030 13.000 61.448 320 5.0
93.28 0.29 235232000 0.140 13.000 61.469 310 6.0
93.32 0.30 233950000 0.330 13.000 61.490 320 5.0
93.36 0.30 233950000 0.470 13.000 61.511 310 6.0
93.4 0.30 233950000 0.460 13.000 61.532 300 7.0
93.44 0.30 233950000 0.360 1.000 61.553 270 8.0
93.48 0.30 233950000 0.190 1.000 61.574 270 8.0
93.52 0.30 233950000 -0.040 1.000 61.595 270 8.0
93.56 0.30 233950000 -0.200 1.000 61.616 270 8.0
93.6 0.30 233950000 -0.230 1.000 61.513 270 8.0
93.64 0.29 235232000 -0.180 13.000 61.409 270 8.0
93.68 0.29 235232000 -0.240 13.000 61.306 270 8.0
93.72 0.28 236514000 -0.160 13.000 61.202 270 8.0
93.76 0.27 237796000 -0.110 13.000 61.098 270 8.0
93.8 0.29 235232000 0.180 1.000 60.995 270 8.0
93.84 0.28 236514000 0.300 1.000 60.891 270 8.0
93.88 0.28 236514000 0.350 1.000 60.788 270 8.0
93.92 0.28 236514000 0.290 1.000 60.685 270 8.0
93.96 0.28 236514000 0.170 13.000 60.581 270 8.0
94 0.26 239078000 -0.090 13.000 60.478 270 8.0
94.04 0.27 237796000 -0.350 9.000 60.374 270 8.0
94.08 0.27 237796000 -0.430 9.000 60.271 270 8.0
94.12 0.27 237796000 -0.340 9.000 60.167 270 8.0
94.16 0.24 241642000 -0.280 9.000 60.063 270 8.0
94.2 0.24 241642000 -0.240 13.000 59.960 270 8.0
94.24 0.24 241642000 -0.130 13.000 59.856 270 8.0
94.28 0.24 241642000 0.090 13.000 59.753 270 8.0
94.32 0.25 240360000 0.240 13.000 59.650 270 8.0
94.36 0.26 239078000 0.330 13.000 59.546 270 8.0
94.4 0.25 240360000 0.360 13.000 59.443 270 8.0
94.44 0.25 240360000 0.290 13.000 59.339 270 8.0
94.48 0.24 241642000 0.170 13.000 59.236 240 9.0
94.52 0.25 240360000 0.010 13.000 59.132 230 9.0
94.56 0.24 241642000 -0.150 13.000 58.915 230 8.0
94.6 0.23 242924000 -0.200 13.000 58.699 230 9.0
94.64 0.23 242924000 -0.140 13.000 58.482 230 8.0
94.68 0.23 242924000 -0.100 13.000 58.265 230 8.0
94.72 0.24 241642000 0.130 13.000 58.049 230 7.0
94.76 0.24 241642000 0.220 13.000 57.832 230 8.0
94.8 0.25 240360000 0.380 13.000 57.616 230 7.0
94.84 0.25 240360000 0.450 13.000 57.399 230 8.0
94.88 0.23 242924000 0.520 1.000 57.182 230 8.0
94.92 0.24 241642000 0.420 1.000 56.966 230 8.0
94.96 0.25 240360000 0.340 1.000 56.749 230 8.0
